caseid,age,feelings_life,own_rent,hh_type,hh_size,self_rated_health,self_rated_mental_health,lives_with_partner,children_in_household
12857,61.3,9,"Owned by you or a member of this household, even if it i...",Single detached house,2,Good,Good,No,No child
12858,47.3,7,"Owned by you or a member of this household, even if it i...",Single detached house,4,Very good,Good,No,Two children
12859,54,9,"Owned by you or a member of this household, even if it i...",Single detached house,5,Very good,Very good,No,No child
12860,44.1,6,"Owned by you or a member of this household, even if it i...",Single detached house,1,Excellent,Fair,No,No child
12861,37.4,8,"Owned by you or a member of this household, even if it i...",Single detached house,4,Fair,Good,No,Two children
12862,31.7,7,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),1,Very good,Very good,No,No child
12863,35.6,10,"Owned by you or a member of this household, even if it i...",Other,4,Good,Good,No,Two children
12864,34.2,8,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),1,Very good,Very good,No,No child
12865,46.6,10,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Excellent,No,No child
12866,38.3,6,"Owned by you or a member of this household, even if it i...",Single detached house,3,Poor,Fair,No,One child
12867,33.4,10,"Owned by you or a member of this household, even if it i...",Single detached house,5,Excellent,Excellent,No,Three or more children
12868,37,10,"Owned by you or a member of this household, even if it i...",Single detached house,4,Very good,Very good,No,Two children
12869,30.1,9,"Owned by you or a member of this household, even if it i...",Single detached house,3,Very good,Excellent,No,One child
12870,75.3,10,"NA",Single detached house,1,Poor,Very good,No,No child
12871,60.8,9,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Excellent,Yes,No child
12872,42.1,7,"Owned by you or a member of this household, even if it i...",Single detached house,3,Very good,Good,Yes,One child
12873,53.1,10,"Owned by you or a member of this household, even if it i...",Single detached house,3,Very good,Excellent,No,No child
12874,55.5,8,"Owned by you or a member of this household, even if it i...",Single detached house,2,Good,Very good,No,No child
12875,19.4,8,"Owned by you or a member of this household, even if it i...",Single detached house,3,Excellent,Excellent,No,No child
12876,72.2,10,"Owned by you or a member of this household, even if it i...",Single detached house,2,Excellent,Excellent,No,No child
12877,59.3,7,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),1,Good,Very good,No,No child
12878,40.3,8,"Rented, even if no cash rent is paid",Single detached house,1,Good,Excellent,No,No child
12879,80,4,"Rented, even if no cash rent is paid",High-rise apartment (5 or more stories),1,Fair,Excellent,No,No child
12880,63.3,8,"Rented, even if no cash rent is paid",Single detached house,1,Very good,Very good,No,No child
12881,27.1,8,"Rented, even if no cash rent is paid",High-rise apartment (5 or more stories),2,Very good,Very good,No,No child
12882,54.2,8,"Owned by you or a member of this household, even if it i...",Single detached house,2,Excellent,Excellent,No,No child
12883,55.5,8,"Owned by you or a member of this household, even if it i...",Other,1,Good,Excellent,No,No child
12884,35.5,9,"Rented, even if no cash rent is paid",Other,5,Very good,Good,No,Three or more children
12885,65.9,9,"Owned by you or a member of this household, even if it i...",Single detached house,2,Good,Good,No,No child
12886,39.3,7,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),2,Good,Good,No,No child
12887,66.9,8,"Owned by you or a member of this household, even if it i...",Single detached house,3,Excellent,Very good,Yes,No child
12888,69.6,8,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Excellent,No,No child
12889,22.9,5,"Rented, even if no cash rent is paid",High-rise apartment (5 or more stories),1,Very good,Poor,No,No child
12890,39,7,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),1,Good,Fair,No,No child
12891,71.8,8,"Owned by you or a member of this household, even if it i...",Single detached house,2,Good,Good,No,No child
12892,67.3,8,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Very good,No,No child
12893,28,8,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Good,No,One child
12894,71.3,9,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Good,No,No child
12895,67,7,"Owned by you or a member of this household, even if it i...",Single detached house,2,Good,Good,No,No child
12896,60.7,10,"Owned by you or a member of this household, even if it i...",Single detached house,1,Good,Good,No,No child
12897,35.2,8,"Owned by you or a member of this household, even if it i...",Other,1,Excellent,Excellent,No,No child
12898,80,10,"Owned by you or a member of this household, even if it i...",Single detached house,1,Good,Excellent,No,No child
12899,65.8,10,"Owned by you or a member of this household, even if it i...",Single detached house,2,Good,Good,No,No child
12900,57.4,4,"Owned by you or a member of this household, even if it i...",High-rise apartment (5 or more stories),1,Excellent,Excellent,No,No child
12901,65.5,7,"Owned by you or a member of this household, even if it i...",Single detached house,3,Very good,Good,No,No child
12902,30.1,8,"Owned by you or a member of this household, even if it i...",Single detached house,3,Very good,Very good,No,No child
12903,41.8,8,"Owned by you or a member of this household, even if it i...",Single detached house,5,Very good,Good,No,Three or more children
12904,61.7,10,"Owned by you or a member of this household, even if it i...",Single detached house,2,Good,Excellent,No,No child
12905,61.5,10,"Owned by you or a member of this household, even if it i...",Single detached house,1,Excellent,Excellent,No,No child
12906,39,8,"Owned by you or a member of this household, even if it i...",Single detached house,5,Very good,Good,No,Three or more children
12907,67.9,0,"Owned by you or a member of this household, even if it i...",Single detached house,1,Very good,Very good,No,No child
12908,78.1,8,"Owned by you or a member of this household, even if it i...",Single detached house,3,Good,Good,No,No child
12909,35.7,8,"Owned by you or a member of this household, even if it i...",Single detached house,6,Good,Good,No,Three or more children
12910,77.8,10,"Owned by you or a member of this household, even if it i...",High-rise apartment (5 or more stories),2,Fair,Very good,Yes,No child
12911,17.3,10,"NA",Single detached house,4,Good,Excellent,No,No child
12912,52.4,8,"Owned by you or a member of this household, even if it i...",Single detached house,4,Very good,Very good,No,No child
12913,20.3,10,"NA",High-rise apartment (5 or more stories),4,Good,Good,No,No child
12914,65.8,10,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Very good,No,No child
12915,54.9,7,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),2,Good,Very good,No,No child
12916,59.1,1,"Owned by you or a member of this household, even if it i...",Single detached house,1,Very good,Excellent,No,No child
12917,63.5,5,"Owned by you or a member of this household, even if it i...",Single detached house,6,Poor,Good,No,One child
12918,80,7,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),1,Very good,Good,No,No child
12919,28.3,7,"Owned by you or a member of this household, even if it i...",Single detached house,2,Good,Very good,No,No child
12920,80,7,"Owned by you or a member of this household, even if it i...",Single detached house,1,Very good,Fair,No,No child
12921,79.8,4,"Rented, even if no cash rent is paid",High-rise apartment (5 or more stories),1,Poor,Poor,No,No child
12922,73,4,"Owned by you or a member of this household, even if it i...",Single detached house,2,Fair,Good,No,No child
12923,45.6,9,"Owned by you or a member of this household, even if it i...",Other,5,Very good,Very good,No,Three or more children
12924,37.3,6,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),1,Very good,Fair,No,No child
12925,30.6,8,"Owned by you or a member of this household, even if it i...",Single detached house,4,Excellent,Excellent,Yes,Two children
12926,43.8,9,"Owned by you or a member of this household, even if it i...",Single detached house,4,Very good,Very good,No,Two children
12927,57.1,8,"Owned by you or a member of this household, even if it i...",Single detached house,5,Very good,Very good,No,No child
12928,48,7,"Rented, even if no cash rent is paid",Other,1,Good,Excellent,No,No child
12929,40.2,8,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),2,Good,Very good,No,No child
12930,67.9,9,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Very good,No,No child
12931,67.5,9,"Owned by you or a member of this household, even if it i...",Single detached house,2,Excellent,Excellent,No,No child
12932,34.7,6,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),3,Very good,Good,No,No child
12933,70.7,10,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Excellent,No,No child
12934,80,9,"Owned by you or a member of this household, even if it i...",Other,2,Very good,Excellent,No,No child
12935,52.7,10,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),1,Excellent,Excellent,No,No child
12936,49.6,10,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),2,Very good,Very good,No,No child
12937,43.5,7,"Owned by you or a member of this household, even if it i...",Single detached house,3,Very good,Excellent,No,No child
12938,42.3,8,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Very good,Yes,No child
12939,70.9,10,"Owned by you or a member of this household, even if it i...",Single detached house,2,Fair,Excellent,No,No child
12940,69.8,10,"Owned by you or a member of this household, even if it i...",Single detached house,1,Excellent,Very good,No,No child
12941,40.6,8,"Owned by you or a member of this household, even if it i...",Single detached house,4,Good,Good,No,Two children
